timestamp,product_id,endpoint_url,server_namespace_uri,application_name,message_type,action,node_id,session_id,channel_id,request_id,client_ip,client_application_name,user_identity,auth_type,certificate_thumbprint,security_policy_uri,security_mode,status_code,response_time_ms,bytes_in,bytes_out,audit_event_type,severity,src_asset_id,dst_asset_id,src_ip,dst_ip
2025-09-15T08:11:53,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,ActivateSession,,sess-95091,ch-319,10011,10.22.4.65,Ignition-GW,operatorB,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,111,387,565,Session/Activate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:12:39,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=2;s=Machine/Speed,sess-44353,ch-323,10012,10.22.4.65,MES-Agent,operatorB,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,30,382,631,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:14:19,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Call,ns=2;s=Machine/Speed,sess-77013,ch-323,10013,10.22.4.65,MES-Agent,operatorA,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,Sign,Good,46,470,713,AuditCall,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:15:40,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=2;s=Machine/Speed,sess-27091,ch-306,10014,10.22.4.65,FactoryTalk-Linx,anon,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,40,456,302,AuditWrite,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:15:40,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=3;s=PLC1/Tag1,sess-74038,ch-302,10015,10.22.4.65,MES-Agent,operatorB,Certificate,7C:11:3F:DE:86:22:40:AF:97:6B:AA:01:3D:88:CA:51,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,102,424,620,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:17:08,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,CLO,Read,ns=4;s=LineA/Conveyor/State,sess-54106,ch-314,10016,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,83,280,537,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:17:38,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,CreateMonitoredItems,ns=2;s=Machine/Temperature,sess-65701,ch-320,10017,10.22.4.65,Ignition-GW,operatorA,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,SignAndEncrypt,Good,59,408,385,AuditMonitoredItemsCreate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:18:32,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=3;s=PLC1/Tag2,sess-41721,ch-316,10018,10.22.4.65,CustomCollector,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,18,597,781,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:19:33,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=2;s=Machine/Speed,sess-76749,ch-322,10019,10.22.4.65,MES-Agent,operatorB,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,71,242,491,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:20:31,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,HEL,Write,ns=4;s=LineA/Conveyor/State,sess-49973,ch-316,10020,10.22.4.65,Ignition-GW,svc_ingest,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,26,401,494,AuditWrite,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:21:04,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,CreateSession,,sess-41496,ch-313,10021,10.22.4.65,Ignition-GW,operatorA,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,BadTimeout,74,376,289,Session/UserLogin,7,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:22:10,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=4;s=LineA/Conveyor/State,sess-23146,ch-320,10022,10.22.4.65,MES-Agent,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,48,402,620,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:23:48,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=4;s=LineA/Conveyor/State,sess-82934,ch-305,10023,10.22.4.65,CustomCollector,anon,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,Sign,Good,77,371,719,AuditWrite,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:23:51,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=2;s=Machine/Speed,sess-23895,ch-305,10024,10.22.4.65,FactoryTalk-Linx,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#None,None,Good,43,505,674,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:24:07,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,CreateMonitoredItems,ns=3;s=PLC1/Tag1,sess-37250,ch-320,10025,10.22.4.65,FactoryTalk-Linx,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,198,402,621,AuditMonitoredItemsCreate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:25:10,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=4;s=LineA/Conveyor/Start,sess-99699,ch-302,10026,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,45,343,674,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:26:50,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=4;s=LineA/Conveyor/State,sess-57475,ch-308,10027,10.22.4.65,CustomCollector,svc_ingest,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,92,619,678,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:27:39,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,CloseSession,,sess-33933,ch-314,10028,10.22.4.65,Ignition-GW,operatorA,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,54,441,479,Session/Close,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:28:11,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=4;s=LineA/Conveyor/Start,sess-19397,ch-302,10029,10.22.4.65,FactoryTalk-Linx,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#None,None,Good,20,330,562,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:30:04,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=4;s=LineA/Conveyor/State,sess-77248,ch-321,10030,10.22.4.65,Ignition-GW,anon,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,BadNodeIdUnknown,104,306,730,AuditWrite,7,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:30:06,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,CLO,CloseSession,,sess-90577,ch-309,10031,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,58,286,806,Session/Close,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:30:43,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,CLO,Call,ns=2;s=Machine/Speed,sess-27022,ch-309,10032,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,77,249,445,AuditCall,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:31:25,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=4;s=LineA/Conveyor/Stop,sess-45512,ch-320,10033,10.22.4.65,FactoryTalk-Linx,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,64,368,787,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:33:16,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=2;s=Machine/Temperature,sess-33850,ch-319,10034,10.22.4.65,MES-Agent,operatorA,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,128,456,364,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:34:56,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=4;s=LineA/Conveyor/Stop,sess-46250,ch-309,10035,10.22.4.65,CustomCollector,operatorB,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,BadUserAccessDenied,138,400,527,AuditWrite,5,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:35:09,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=4;s=LineA/Conveyor/Stop,sess-28244,ch-310,10036,10.22.4.65,Ignition-GW,svc_ingest,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,Sign,Good,49,381,504,AuditWrite,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:35:32,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=4;s=LineA/Conveyor/Start,sess-21950,ch-309,10037,10.22.4.65,Ignition-GW,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,31,326,499,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:41:41,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=2;s=Machine/Speed,sess-45265,ch-314,10038,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,39,326,778,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:42:17,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=4;s=LineA/Conveyor/Start,sess-34434,ch-304,10039,10.22.4.65,Ignition-GW,operatorA,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,73,327,653,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:42:41,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,ActivateSession,,sess-33333,ch-319,10040,10.22.4.65,CustomCollector,anon,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,Sign,Good,44,398,697,Session/Activate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:43:12,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=3;s=PLC1/Tag1,sess-54651,ch-312,10041,10.22.4.65,FactoryTalk-Linx,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,83,531,625,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:43:12,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=3;s=PLC1/Tag2,sess-41470,ch-310,10042,10.22.4.65,CustomCollector,operatorB,Anonymous,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,107,511,574,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:43:38,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,ActivateSession,,sess-17875,ch-307,10043,10.22.4.65,MES-Agent,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,45,356,464,Session/Activate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:45:22,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,CreateMonitoredItems,ns=4;s=LineA/Conveyor/State,sess-51232,ch-322,10044,10.22.4.65,Ignition-GW,svc_ingest,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,114,394,519,AuditMonitoredItemsCreate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:45:49,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=4;s=LineA/Conveyor/Start,sess-13550,ch-316,10045,10.22.4.65,FactoryTalk-Linx,operatorB,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,31,500,547,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:46:47,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,CLO,Browse,ns=2;s=Machine/Speed,sess-67752,ch-319,10046,10.22.4.65,Ignition-GW,operatorB,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,47,415,552,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:48:46,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,ActivateSession,,sess-67693,ch-310,10047,10.22.4.65,MES-Agent,operatorB,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,SignAndEncrypt,Good,23,334,766,Session/Activate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:48:46,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,ActivateSession,,sess-90469,ch-312,10048,10.22.4.65,MES-Agent,anon,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,SignAndEncrypt,Good,34,276,346,Session/Activate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:48:46,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=2;s=Machine/Temperature,sess-57057,ch-308,10049,10.22.4.65,CustomCollector,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,None,BadUserAccessDenied,47,505,611,AuditWrite,3,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:49:18,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,CLO,CreateMonitoredItems,ns=3;s=PLC1/Tag1,sess-99661,ch-310,10050,10.22.4.65,FactoryTalk-Linx,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,80,360,650,AuditMonitoredItemsCreate,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:51:39,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=4;s=LineA/Conveyor/Stop,sess-39934,ch-305,10051,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,54,482,667,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:51:41,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=4;s=LineA/Conveyor/State,sess-41397,ch-320,10052,10.22.4.65,FactoryTalk-Linx,anon,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,SignAndEncrypt,Good,149,388,460,AuditWrite,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:52:16,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=3;s=PLC1/Tag2,sess-49219,ch-320,10053,10.22.4.65,MES-Agent,svc_ingest,Certificate,9F:2A:11:77:8B:0D:AA:29:55:DC:E1:73:6E:41:3B:9A,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,Sign,Good,37,407,854,AuditWrite,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:53:18,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Read,ns=4;s=LineA/Conveyor/Start,sess-61402,ch-312,10054,10.22.4.65,MES-Agent,operatorA,UserName,,http://opcfoundation.org/UA/SecurityPolicy#None,None,Good,57,302,636,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:54:36,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=2;s=Machine/Temperature,sess-22681,ch-323,10055,10.22.4.65,CustomCollector,operatorA,Certificate,7C:11:3F:DE:86:22:40:AF:97:6B:AA:01:3D:88:CA:51,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,BadNotWritable,62,571,368,AuditBrowse,7,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:55:36,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Write,ns=4;s=LineA/Conveyor/Stop,sess-86789,ch-310,10056,10.22.4.65,FactoryTalk-Linx,svc_ingest,Certificate,7C:11:3F:DE:86:22:40:AF:97:6B:AA:01:3D:88:CA:51,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,Sign,BadNotWritable,38,540,596,AuditWrite,3,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:55:44,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,HEL,Read,ns=2;s=Machine/Speed,sess-19164,ch-313,10057,10.22.4.65,FactoryTalk-Linx,anon,Certificate,7C:11:3F:DE:86:22:40:AF:97:6B:AA:01:3D:88:CA:51,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,115,364,643,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:56:50,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,OPN,Read,ns=2;s=Machine/Temperature,sess-48182,ch-314,10058,10.22.4.65,MES-Agent,svc_ingest,UserName,,http://opcfoundation.org/UA/SecurityPolicy#Aes128_Sha256_RsaOaep,SignAndEncrypt,Good,71,481,684,AuditRead,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
2025-09-15T08:57:11,D_DMZ_10,opc.tcp://10.70.0.15:4840,urn:auto:opcua:server,OPCServerSynth,MSG,Browse,ns=4;s=LineA/Conveyor/Stop,sess-69373,ch-312,10059,10.22.4.65,MES-Agent,operatorB,Certificate,7C:11:3F:DE:86:22:40:AF:97:6B:AA:01:3D:88:CA:51,http://opcfoundation.org/UA/SecurityPolicy#Basic256Sha256,None,Good,66,282,600,AuditBrowse,1,D_DMZ_10,C3_L3_07,10.22.4.65,10.70.0.15
